0,1,2,3,4,5,6,7,8,9,10
processed cheese,frozen potato products,Instant food products,,,,,,,,
soda,yogurt,,,,,,,,,
rolls/buns,yogurt,shopping bags,,,,,,,,
other vegetables,canned beer,newspapers,,,,,,,,
root vegetables,domestic eggs,,,,,,,,,
root vegetables,baking powder,,,,,,,,,
tropical fruit,rolls/buns,Instant food products,,,,,,,,
UHT-milk,rolls/buns,,,,,,,,,
ice cream,UHT-milk,,,,,,,,,
citrus fruit,soda,,,,,,,,,
frankfurter,other vegetables,cream cheese ,,,,,,,,
rolls/buns,canned beer,,,,,,,,,
whipped/sour cream,shopping bags,soda,,,,,,,,
other vegetables,tropical fruit,pork,soda,,,,,,,
frankfurter,pork,,,,,,,,,
syrup,whole milk,,,,,,,,,
newspapers,newspapers,,,,,,,,,
pastry,white bread,,,,,,,,,
salty snack,butter,,,,,,,,,
flower soil/fertilizer,rolls/buns,,,,,,,,,
meat,meat,whole milk,cling film/bags,,,,,,,
frankfurter,beverages,,,,,,,,,
specialty bar,semi-finished bread,,,,,,,,,
chocolate,baking powder,,,,,,,,,
soda,berries,,,,,,,,,
canned vegetables,brown bread,salty snack,,,,,,,,
white wine,curd,,,,,,,,,
yogurt,soda,,,,,,,,,
whipped/sour cream,curd,shopping bags,,,,,,,,
ham,citrus fruit,sugar,ice cream,whole milk,chocolate marshmallow,specialty bar,candy,,,
canned beer,whipped/sour cream,,,,,,,,,
chicken,sliced cheese,,,,,,,,,
condensed milk,hard cheese,,,,,,,,,
ham,tropical fruit,bottled beer,,,,,,,,
pip fruit,sliced cheese,fruit/vegetable juice,,,,,,,,
other vegetables,root vegetables,bottled water,,,,,,,,
pip fruit,chewing gum,yogurt,,,,,,,,
liver loaf,waffles,,,,,,,,,
whole milk,white bread,,,,,,,,,
tropical fruit,bottled beer,,,,,,,,,
pip fruit,whipped/sour cream,,,,,,,,,
whole milk,napkins,,,,,,,,,
bottled water,frankfurter,curd,butter milk,,,,,,,
onions,soda,,,,,,,,,
citrus fruit,roll products ,,,,,,,,,
root vegetables,onions,,,,,,,,,
whole milk,whole milk,coffee,oil,,,,,,,
pasta,shopping bags,,,,,,,,,
pork,brown bread,,,,,,,,,
onions,pastry,,,,,,,,,
ham,cream cheese ,,,,,,,,,
frankfurter,rolls/buns,salt,,,,,,,,
sausage,white wine,,,,,,,,,
meat,whole milk,,,,,,,,,
soda,grapes,,,,,,,,,
domestic eggs,whole milk,bottled water,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
sugar,spread cheese,,,,,,,,,
rolls/buns,whipped/sour cream,dishes,,,,,,,,
finished products,yogurt,bottled beer,bottled water,,,,,,,
frozen meals,canned beer,,,,,,,,,
tropical fruit,shopping bags,,,,,,,,,
hard cheese,mayonnaise,,,,,,,,,
pork,yogurt,margarine,,,,,,,,
shopping bags,soda,,,,,,,,,
rolls/buns,hygiene articles,,,,,,,,,
sausage,berries,,,,,,,,,
yogurt,frozen vegetables,,,,,,,,,
sausage,sausage,chicken,chewing gum,newspapers,bottled water,pastry,yogurt,,,
mayonnaise,tropical fruit,packaged fruit/vegetables,beverages,cereals,,,,,,
hamburger meat,cat food,,,,,,,,,
yogurt,citrus fruit,,,,,,,,,
whole milk,brown bread,,,,,,,,,
citrus fruit,tropical fruit,,,,,,,,,
white wine,tropical fruit,,,,,,,,,
rolls/buns,margarine,,,,,,,,,
pork,sweet spreads,,,,,,,,,
beef,bottled water,,,,,,,,,
UHT-milk,yogurt,napkins,,,,,,,,
butter,sweet spreads,sliced cheese,,,,,,,,
frankfurter,whole milk,other vegetables,,,,,,,,
salty snack,citrus fruit,yogurt,berries,,,,,,,
sausage,whipped/sour cream,soda,,,,,,,,
root vegetables,fruit/vegetable juice,berries,newspapers,chewing gum,,,,,,
bottled beer,butter,,,,,,,,,
domestic eggs,frozen fish,,,,,,,,,
whole milk,specialty chocolate,,,,,,,,,
onions,whipped/sour cream,,,,,,,,,
red/blush wine,liquor (appetizer),sauces,coffee,,,,,,,
frankfurter,dishes,hygiene articles,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
sugar,whole milk,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
shopping bags,other vegetables,newspapers,domestic eggs,,,,,,,
grapes,packaged fruit/vegetables,detergent,,,,,,,,
beverages,bottled water,,,,,,,,,
sausage,tropical fruit,,,,,,,,,
frankfurter,Instant food products,,,,,,,,,
chicken,tropical fruit,,,,,,,,,
shopping bags,rubbing alcohol,,,,,,,,,
butter,whipped/sour cream,decalcifier,,,,,,,,
yogurt,whole milk,,,,,,,,,
cream cheese ,UHT-milk,,,,,,,,,
chicken,rolls/buns,newspapers,,,,,,,,
white wine,processed cheese,,,,,,,,,
chicken,brown bread,,,,,,,,,
yogurt,baking powder,,,,,,,,,
onions,root vegetables,bottled water,,,,,,,,
frankfurter,beverages,,,,,,,,,
bottled water,whole milk,,,,,,,,,
beef,semi-finished bread,,,,,,,,,
packaged fruit/vegetables,other vegetables,,,,,,,,,
roll products ,toilet cleaner,,,,,,,,,
soft cheese,yogurt,pastry,instant coffee,,,,,,,
bottled beer,soda,,,,,,,,,
brown bread,margarine,chocolate,fruit/vegetable juice,,,,,,,
other vegetables,soda,,,,,,,,,
curd,dessert,,,,,,,,,
root vegetables,pickled vegetables,,,,,,,,,
whole milk,cleaner,,,,,,,,,
pork,whole milk,,,,,,,,,
pastry,whole milk,,,,,,,,,
dessert,margarine,,,,,,,,,
brown bread,flour,,,,,,,,,
processed cheese,tropical fruit,,,,,,,,,
rolls/buns,specialty bar,,,,,,,,,
chewing gum,soda,,,,,,,,,
pet care,whole milk,,,,,,,,,
bottled beer,oil,whole milk,dishes,,,,,,,
fruit/vegetable juice,root vegetables,pastry,,,,,,,,
other vegetables,onions,,,,,,,,,
yogurt,soft cheese,herbs,rolls/buns,,,,,,,
frozen meals,butter,newspapers,yogurt,,,,,,,
frankfurter,cream cheese ,,,,,,,,,
whipped/sour cream,sugar,brown bread,,,,,,,,
other vegetables,pip fruit,,,,,,,,,
frozen vegetables,flour,pickled vegetables,,,,,,,,
whole milk,rolls/buns,ice cream,brown bread,,,,,,,
whole milk,hard cheese,,,,,,,,,
oil,male cosmetics,,,,,,,,,
pork,other vegetables,yogurt,,,,,,,,
other vegetables,domestic eggs,,,,,,,,,
yogurt,citrus fruit,pastry,,,,,,,,
pip fruit,ice cream,,,,,,,,,
sausage,bottled water,,,,,,,,,
meat,sausage,cake bar,root vegetables,,,,,,,
spread cheese,rolls/buns,,,,,,,,,
misc. beverages,sausage,root vegetables,liquor (appetizer),coffee,,,,,,
pork,soda,soda,,,,,,,,
frankfurter,citrus fruit,yogurt,frozen vegetables,,,,,,,
canned vegetables,napkins,,,,,,,,,
yogurt,dog food,,,,,,,,,
packaged fruit/vegetables,white wine,,,,,,,,,
yogurt,margarine,yogurt,soft cheese,,,,,,,
whole milk,specialty bar,,,,,,,,,
whipped/sour cream,tropical fruit,,,,,,,,,
tropical fruit,other vegetables,fruit/vegetable juice,,,,,,,,
tropical fruit,cake bar,soda,cat food,,,,,,,
tropical fruit,whipped/sour cream,,,,,,,,,
other vegetables,fruit/vegetable juice,,,,,,,,,
butter,soda,,,,,,,,,
salty snack,rolls/buns,butter,tropical fruit,pastry,root vegetables,fruit/vegetable juice,semi-finished bread,,,
root vegetables,frozen vegetables,,,,,,,,,
yogurt,curd,,,,,,,,,
frankfurter,bottled water,,,,,,,,,
sausage,margarine,,,,,,,,,
pip fruit,bottled water,,,,,,,,,
rolls/buns,pickled vegetables,,,,,,,,,
hamburger meat,pastry,,,,,,,,,
other vegetables,newspapers,,,,,,,,,
finished products,pip fruit,curd,pork,curd,whipped/sour cream,whole milk,,,,
yogurt,other vegetables,,,,,,,,,
soda,domestic eggs,,,,,,,,,
finished products,whole milk,other vegetables,cling film/bags,,,,,,,
hamburger meat,hygiene articles,,,,,,,,,
yogurt,fruit/vegetable juice,,,,,,,,,
dessert,curd,whole milk,bottled water,,,,,,,
rolls/buns,other vegetables,soda,,,,,,,,
frankfurter,packaged fruit/vegetables,,,,,,,,,
yogurt,margarine,,,,,,,,,
citrus fruit,dish cleaner,margarine,,,,,,,,
sausage,frozen fruits,,,,,,,,,
specialty bar,rolls/buns,,,,,,,,,
root vegetables,frozen dessert,beverages,,,,,,,,
pork,napkins,,,,,,,,,
root vegetables,citrus fruit,,,,,,,,,
root vegetables,chocolate,,,,,,,,,
whole milk,beef,,,,,,,,,
domestic eggs,bottled beer,,,,,,,,,
UHT-milk,soda,,,,,,,,,
rolls/buns,oil,,,,,,,,,
frankfurter,sausage,margarine,rolls/buns,bottled beer,mustard,,,,,
salty snack,chocolate marshmallow,,,,,,,,,
brown bread,bottled water,,,,,,,,,
beef,pastry,specialty chocolate,,,,,,,,
soda,liquor (appetizer),,,,,,,,,
onions,other vegetables,,,,,,,,,
chicken,meat,chewing gum,bottled beer,baking powder,shopping bags,,,,,
pastry,liquor (appetizer),sliced cheese,,,,,,,,
sausage,whole milk,,,,,,,,,
berries,root vegetables,bottled water,,,,,,,,
tropical fruit,bottled water,,,,,,,,,
citrus fruit,tropical fruit,canned fish,,,,,,,,
other vegetables,soda,,,,,,,,,
whole milk,berries,canned beer,sausage,chicken,canned beer,zwieback,beverages,,,
pastry,other vegetables,,,,,,,,,
ham,rolls/buns,,,,,,,,,
beef,mayonnaise,,,,,,,,,
chicken,soda,,,,,,,,,
beef,frozen vegetables,,,,,,,,,
tropical fruit,whole milk,dish cleaner,yogurt,newspapers,,,,,,
ham,pastry,,,,,,,,,
canned beer,yogurt,salty snack,,,,,,,,
tropical fruit,soda,,,,,,,,,
photo/film,whole milk,,,,,,,,,
frankfurter,ham,tropical fruit,misc. beverages,tropical fruit,photo/film,specialty chocolate,frozen fish,,,
chocolate,soda,,,,,,,,,
processed cheese,canned vegetables,,,,,,,,,
citrus fruit,brown bread,,,,,,,,,
whole milk,whole milk,whole milk,yogurt,root vegetables,white bread,shopping bags,other vegetables,,,
frankfurter,citrus fruit,specialty chocolate,,,,,,,,
ice cream,newspapers,,,,,,,,,
pork,rolls/buns,,,,,,,,,
rolls/buns,salty snack,bottled water,shopping bags,,,,,,,
whipped/sour cream,curd,,,,,,,,,
pork,herbs,,,,,,,,,
curd,cereals,,,,,,,,,
soda,condensed milk,curd,,,,,,,,
cake bar,red/blush wine,,,,,,,,,
chocolate,brown bread,,,,,,,,,
chocolate,herbs,chocolate,,,,,,,,
brown bread,rolls/buns,,,,,,,,,
bottled water,rolls/buns,,,,,,,,,
butter milk,whole milk,white bread,rolls/buns,,,,,,,
candles,chewing gum,,,,,,,,,
pasta,root vegetables,,,,,,,,,
whole milk,pip fruit,pip fruit,fruit/vegetable juice,,,,,,,
whole milk,frozen vegetables,newspapers,,,,,,,,
bottled water,sugar,,,,,,,,,
root vegetables,berries,,,,,,,,,
chicken,cake bar,,,,,,,,,
seasonal products,white bread,specialty chocolate,soda,,,,,,,
canned beer,margarine,white bread,,,,,,,,
sausage,newspapers,cream,,,,,,,,
pet care,newspapers,dog food,,,,,,,,
root vegetables,other vegetables,,,,,,,,,
dessert,fruit/vegetable juice,,,,,,,,,
hamburger meat,dessert,newspapers,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
citrus fruit,liquor,white bread,,,,,,,,
rolls/buns,whole milk,butter,frozen vegetables,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
sausage,house keeping products,,,,,,,,,
chewing gum,misc. beverages,,,,,,,,,
ham,newspapers,waffles,,,,,,,,
beef,frozen meals,,,,,,,,,
beef,flour,,,,,,,,,
misc. beverages,salt,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
hamburger meat,yogurt,,,,,,,,,
other vegetables,frozen fish,,,,,,,,,
sausage,soda,bottled beer,yogurt,,,,,,,
curd,photo/film,,,,,,,,,
other vegetables,salty snack,soda,,,,,,,,
bottled beer,pip fruit,butter,specialty bar,detergent,specialty bar,,,,,
pastry,napkins,pastry,,,,,,,,
rolls/buns,newspapers,,,,,,,,,
dog food,chewing gum,coffee,,,,,,,,
beef,frozen vegetables,,,,,,,,,
turkey,sugar,,,,,,,,,
pip fruit,pastry,,,,,,,,,
pip fruit,margarine,,,,,,,,,
beef,pip fruit,rolls/buns,,,,,,,,
rolls/buns,bottled water,,,,,,,,,
pip fruit,canned vegetables,,,,,,,,,
whole milk,popcorn,,,,,,,,,
hygiene articles,seasonal products,,,,,,,,,
whole milk,frozen vegetables,soda,UHT-milk,,,,,,,
sausage,male cosmetics,,,,,,,,,
frankfurter,coffee,,,,,,,,,
other vegetables,bottled water,,,,,,,,,
liquor,hard cheese,,,,,,,,,
waffles,whole milk,other vegetables,white bread,,,,,,,
whole milk,semi-finished bread,,,,,,,,,
citrus fruit,rolls/buns,long life bakery product,,,,,,,,
root vegetables,white bread,meat spreads,,,,,,,,
citrus fruit,liquor (appetizer),,,,,,,,,
chicken,nuts/prunes,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
sausage,pet care,,,,,,,,,
sausage,dessert,,,,,,,,,
pork,soda,canned vegetables,,,,,,,,
vinegar,dog food,,,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
root vegetables,rolls/buns,,,,,,,,,
pip fruit,rolls/buns,,,,,,,,,
oil,brown bread,oil,seasonal products,,,,,,,
whole milk,canned beer,processed cheese,,,,,,,,
tropical fruit,condensed milk,,,,,,,,,
sausage,pip fruit,bottled water,,,,,,,,
bottled beer,chocolate,,,,,,,,,
yogurt,berries,onions,pip fruit,,,,,,,
pip fruit,soda,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
hygiene articles,hygiene articles,pastry,,,,,,,,
root vegetables,yogurt,,,,,,,,,
cream cheese ,canned beer,waffles,,,,,,,,
citrus fruit,whole milk,rolls/buns,liquor,tropical fruit,,,,,,
pastry,pickled vegetables,margarine,,,,,,,,
whole milk,yogurt,,,,,,,,,
bottled beer,canned beer,,,,,,,,,
rum,rolls/buns,,,,,,,,,
hamburger meat,rolls/buns,,,,,,,,,
whole milk,bottled water,whole milk,,,,,,,,
whipped/sour cream,specialty fat,,,,,,,,,
canned beer,frozen dessert,,,,,,,,,
packaged fruit/vegetables,house keeping products,,,,,,,,,
pip fruit,specialty bar,,,,,,,,,
pot plants,yogurt,cream cheese ,,,,,,,,
turkey,root vegetables,,,,,,,,,
sausage,root vegetables,,,,,,,,,
sausage,other vegetables,,,,,,,,,
frankfurter,rolls/buns,,,,,,,,,
pip fruit,onions,,,,,,,,,
tropical fruit,shopping bags,,,,,,,,,
tropical fruit,condensed milk,pastry,,,,,,,,
rolls/buns,pastry,,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
other vegetables,bottled beer,,,,,,,,,
canned beer,curd,,,,,,,,,
sweet spreads,herbs,long life bakery product,,,,,,,,
bottled water,frozen dessert,root vegetables,,,,,,,,
chicken,herbs,,,,,,,,,
dessert,semi-finished bread,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
soda,root vegetables,,,,,,,,,
frankfurter,pip fruit,,,,,,,,,
brown bread,dishes,,,,,,,,,
shopping bags,bottled water,,,,,,,,,
root vegetables,specialty cheese,curd,,,,,,,,
butter milk,sausage,UHT-milk,yogurt,canned beer,,,,,,
pasta,brown bread,beef,long life bakery product,citrus fruit,whipped/sour cream,specialty cheese,frozen vegetables,,,
specialty bar,dog food,cream cheese ,,,,,,,,
root vegetables,whole milk,,,,,,,,,
white bread,newspapers,,,,,,,,,
whole milk,waffles,dessert,,,,,,,,
domestic eggs,whole milk,brown bread,,,,,,,,
other vegetables,whole milk,,,,,,,,,
rolls/buns,pickled vegetables,chocolate,whole milk,,,,,,,
liver loaf,vinegar,whole milk,,,,,,,,
ice cream,onions,,,,,,,,,
sausage,dog food,,,,,,,,,
sausage,hard cheese,bottled beer,,,,,,,,
male cosmetics,baking powder,,,,,,,,,
specialty bar,misc. beverages,,,,,,,,,
yogurt,chewing gum,soda,oil,,,,,,,
whipped/sour cream,other vegetables,,,,,,,,,
sauces,yogurt,,,,,,,,,
whipped/sour cream,soda,,,,,,,,,
mayonnaise,brown bread,,,,,,,,,
citrus fruit,sliced cheese,,,,,,,,,
onions,soda,,,,,,,,,
sugar,fruit/vegetable juice,,,,,,,,,
chocolate,whipped/sour cream,,,,,,,,,
soda,whole milk,brandy,,,,,,,,
pasta,yogurt,cat food,,,,,,,,
pip fruit,whipped/sour cream,,,,,,,,,
soda,domestic eggs,tea,,,,,,,,
tropical fruit,cookware,whole milk,oil,,,,,,,
frankfurter,whole milk,,,,,,,,,
other vegetables,salty snack,syrup,newspapers,oil,,,,,,
sugar,skin care,,,,,,,,,
sausage,bottled beer,,,,,,,,,
pork,yogurt,,,,,,,,,
bottled beer,hard cheese,,,,,,,,,
coffee,domestic eggs,,,,,,,,,
bottled beer,bottled water,,,,,,,,,
tropical fruit,frozen vegetables,,,,,,,,,
UHT-milk,dishes,frozen dessert,,,,,,,,
root vegetables,sliced cheese,shopping bags,sliced cheese,,,,,,,
white wine,sliced cheese,whole milk,oil,rolls/buns,,,,,,
canned beer,napkins,,,,,,,,,
whole milk,grapes,pastry,yogurt,,,,,,,
yogurt,specialty bar,,,,,,,,,
ice cream,grapes,,,,,,,,,
dessert,dog food,newspapers,,,,,,,,
beef,soda,,,,,,,,,
soda,salty snack,candy,,,,,,,,
specialty chocolate,frankfurter,citrus fruit,candy,brown bread,,,,,,
rolls/buns,other vegetables,,,,,,,,,
pastry,pip fruit,,,,,,,,,
chocolate,chocolate,,,,,,,,,
pip fruit,dog food,soft cheese,packaged fruit/vegetables,pastry,domestic eggs,,,,,
frankfurter,butter,mustard,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
newspapers,white bread,rolls/buns,beverages,,,,,,,
other vegetables,sugar,,,,,,,,,
soda,salt,,,,,,,,,
canned beer,citrus fruit,,,,,,,,,
onions,white wine,,,,,,,,,
yogurt,whole milk,,,,,,,,,
pip fruit,root vegetables,pip fruit,spread cheese,,,,,,,
napkins,white bread,,,,,,,,,
other vegetables,finished products,beef,whole milk,chocolate,sugar,,,,,
sausage,yogurt,,,,,,,,,
citrus fruit,napkins,,,,,,,,,
house keeping products,yogurt,,,,,,,,,
frankfurter,newspapers,,,,,,,,,
whole milk,soda,,,,,,,,,
whipped/sour cream,specialty chocolate,,,,,,,,,
berries,pastry,,,,,,,,,
root vegetables,butter,specialty bar,domestic eggs,,,,,,,
soda,frozen vegetables,,,,,,,,,
whole milk,citrus fruit,long life bakery product,salty snack,chocolate,,,,,,
pastry,detergent,,,,,,,,,
candy,frozen meals,,,,,,,,,
sausage,curd,,,,,,,,,
bottled water,frozen vegetables,,,,,,,,,
rolls/buns,misc. beverages,,,,,,,,,
whole milk,salty snack,rolls/buns,,,,,,,,
misc. beverages,yogurt,,,,,,,,,
pork,pip fruit,,,,,,,,,
flour,baking powder,,,,,,,,,
candy,domestic eggs,,,,,,,,,
specialty chocolate,brown bread,,,,,,,,,
canned beer,pork,processed cheese,root vegetables,snack products,sugar,,,,,
pip fruit,tropical fruit,waffles,root vegetables,,,,,,,
whole milk,shopping bags,,,,,,,,,
sausage,newspapers,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
tropical fruit,soda,,,,,,,,,
whole milk,soda,,,,,,,,,
pastry,soda,instant coffee,,,,,,,,
rolls/buns,salty snack,waffles,,,,,,,,
butter,newspapers,,,,,,,,,
tropical fruit,flour,specialty chocolate,,,,,,,,
onions,pip fruit,,,,,,,,,
ham,canned beer,salty snack,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
butter milk,oil,,,,,,,,,
citrus fruit,margarine,sliced cheese,,,,,,,,
coffee,white bread,,,,,,,,,
tropical fruit,frozen meals,,,,,,,,,
root vegetables,cling film/bags,,,,,,,,,
whole milk,bottled water,,,,,,,,,
citrus fruit,chocolate,,,,,,,,,
beef,dessert,,,,,,,,,
soda,bottled water,,,,,,,,,
sausage,hygiene articles,,,,,,,,,
sausage,other vegetables,,,,,,,,,
napkins,photo/film,dessert,,,,,,,,
other vegetables,bottled water,,,,,,,,,
frankfurter,soda,,,,,,,,,
bottled beer,domestic eggs,brown bread,chewing gum,,,,,,,
berries,pip fruit,pastry,,,,,,,,
rolls/buns,soda,,,,,,,,,
yogurt,sliced cheese,whipped/sour cream,,,,,,,,
soda,onions,pastry,,,,,,,,
citrus fruit,hygiene articles,,,,,,,,,
ham,other vegetables,,,,,,,,,
dessert,butter,,,,,,,,,
beef,herbs,,,,,,,,,
sausage,detergent,salty snack,,,,,,,,
ice cream,other vegetables,,,,,,,,,
meat,canned beer,,,,,,,,,
berries,fruit/vegetable juice,rolls/buns,,,,,,,,
UHT-milk,canned vegetables,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
meat,ice cream,,,,,,,,,
liver loaf,rolls/buns,,,,,,,,,
butter,seasonal products,,,,,,,,,
pastry,other vegetables,,,,,,,,,
long life bakery product,hard cheese,,,,,,,,,
frankfurter,whole milk,margarine,,,,,,,,
bottled water,brown bread,,,,,,,,,
soda,whole milk,oil,,,,,,,,
root vegetables,other vegetables,,,,,,,,,
pip fruit,soda,,,,,,,,,
photo/film,liquor (appetizer),,,,,,,,,
bottled beer,canned fish,fruit/vegetable juice,,,,,,,,
citrus fruit,whole milk,yogurt,canned beer,,,,,,,
pastry,syrup,,,,,,,,,
herbs,soups,,,,,,,,,
brown bread,detergent,,,,,,,,,
whole milk,soda,bottled water,pastry,,,,,,,
pastry,butter milk,hygiene articles,,,,,,,,
salty snack,chocolate,,,,,,,,,
ham,chocolate,,,,,,,,,
frankfurter,soda,soda,,,,,,,,
napkins,cleaner,,,,,,,,,
fish,candy,rolls/buns,,,,,,,,
whole milk,pot plants,domestic eggs,,,,,,,,
whole milk,grapes,,,,,,,,,
sliced cheese,newspapers,dog food,fruit/vegetable juice,rolls/buns,butter,hygiene articles,yogurt,,,
citrus fruit,other vegetables,,,,,,,,,
sausage,whole milk,,,,,,,,,
pickled vegetables,canned beer,,,,,,,,,
citrus fruit,margarine,,,,,,,,,
root vegetables,hard cheese,pastry,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
berries,coffee,,,,,,,,,
bottled water,whole milk,citrus fruit,citrus fruit,pickled vegetables,salad dressing,,,,,
tropical fruit,domestic eggs,,,,,,,,,
onions,white wine,,,,,,,,,
hamburger meat,hard cheese,,,,,,,,,
processed cheese,roll products ,,,,,,,,,
newspapers,shopping bags,,,,,,,,,
whole milk,butter,domestic eggs,,,,,,,,
whole milk,pork,brown bread,other vegetables,,,,,,,
beef,jam,flower (seeds),,,,,,,,
tropical fruit,margarine,,,,,,,,,
whole milk,frozen fish,,,,,,,,,
soda,brown bread,,,,,,,,,
sausage,shopping bags,,,,,,,,,
rolls/buns,pip fruit,,,,,,,,,
citrus fruit,coffee,,,,,,,,,
pot plants,chicken,,,,,,,,,
whipped/sour cream,hygiene articles,,,,,,,,,
turkey,root vegetables,other vegetables,berries,salty snack,,,,,,
pastry,bottled beer,,,,,,,,,
tropical fruit,packaged fruit/vegetables,,,,,,,,,
sausage,tropical fruit,,,,,,,,,
tropical fruit,berries,mayonnaise,,,,,,,,
frankfurter,yogurt,other vegetables,herbs,male cosmetics,,,,,,
yogurt,rolls/buns,,,,,,,,,
nuts/prunes,margarine,,,,,,,,,
berries,mayonnaise,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
whole milk,soda,,,,,,,,,
packaged fruit/vegetables,pip fruit,,,,,,,,,
curd,butter,,,,,,,,,
newspapers,whipped/sour cream,bottled water,curd cheese,,,,,,,
frankfurter,coffee,,,,,,,,,
beef,whole milk,frozen dessert,whipped/sour cream,,,,,,,
whole milk,cocoa drinks,,,,,,,,,
beef,other vegetables,,,,,,,,,
meat,coffee,,,,,,,,,
chicken,other vegetables,,,,,,,,,
pork,rum,,,,,,,,,
coffee,baking powder,,,,,,,,,
yogurt,tropical fruit,whipped/sour cream,Instant food products,,,,,,,
other vegetables,bottled water,,,,,,,,,
meat,coffee,,,,,,,,,
specialty chocolate,pet care,,,,,,,,,
beverages,sausage,whole milk,citrus fruit,whole milk,,,,,,
canned beer,yogurt,white bread,,,,,,,,
beef,long life bakery product,,,,,,,,,
other vegetables,UHT-milk,,,,,,,,,
dessert,soda,,,,,,,,,
chicken,yogurt,,,,,,,,,
tropical fruit,hamburger meat,coffee,sliced cheese,whipped/sour cream,,,,,,
sausage,pip fruit,soda,curd,waffles,,,,,,
ham,rum,,,,,,,,,
tropical fruit,citrus fruit,,,,,,,,,
whipped/sour cream,brown bread,,,,,,,,,
curd,tropical fruit,,,,,,,,,
whole milk,brown bread,,,,,,,,,
rolls/buns,berries,canned vegetables,dessert,,,,,,,
canned beer,whipped/sour cream,,,,,,,,,
pip fruit,whole milk,coffee,salty snack,,,,,,,
sausage,baking powder,canned beer,brandy,white bread,curd,bottled beer,canned beer,,,
